actual,proposed
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.016857990995049477
0.0,1.2248101234436035
0.0,2.3863027095794678
0.0,3.5478858947753906
0.0,5.650936126708984
0.0,6.686956882476807
0.0,7.683130264282227
0.0,8.640989303588867
0.0,9.472480773925781
0.0,10.137701034545898
0.0,10.687811851501465
0.0,11.261528968811035
0.0,11.813179969787598
0.0,12.433136940002441
0.0,13.074012756347656
0.0,14.062395095825195
0.0,14.416792869567871
0.0,14.712797164916992
0.0,14.907888412475586
0.0,15.0507173538208
0.0,15.098526000976562
0.0,15.0997314453125
0.0,15.10089111328125
0.0,15.012479782104492
0.0,14.972230911254883
0.0,14.844003677368164
0.0,14.675949096679688
0.0,14.559117317199707
0.0,14.402019500732422
0.0,14.206199645996094
0.0,13.928384780883789
0.0,13.314872741699219
0.0,12.847525596618652
0.0,12.263863563537598
0.0,11.613125801086426
0.0,10.341010093688965
0.0,8.813645362854004
0.0,8.027030944824219
0.0,7.1811442375183105
0.0,5.317144393920898
0.0,4.217379093170166
0.0,3.1151492595672607
0.0,1.9210258722305298
0.0,0.6833032369613647
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.6907012462615967
0.0,1.783209204673767
0.0,3.843782663345337
0.0,4.815018177032471
0.0,5.748898983001709
0.0,6.646860599517822
0.0,7.5102858543396
0.0,9.006217956542969
0.0,9.599847793579102
0.0,10.125882148742676
0.0,10.586921691894531
0.0,11.030228614807129
0.0,11.501248359680176
0.0,11.95415210723877
0.0,12.34487247467041
0.0,12.675802230834961
0.0,12.949240684509277
0.0,13.212162017822266
0.0,13.420210838317871
0.0,13.575494766235352
0.0,13.680042266845703
0.0,13.780569076538086
0.0,13.742938041687012
0.0,13.661991119384766
0.0,13.584157943725586
0.0,13.509318351745605
0.0,13.437356948852539
0.0,13.21383285522461
0.0,13.108476638793945
0.0,12.962409019470215
0.0,12.73243236541748
0.0,12.421773910522461
0.0,12.033540725708008
0.0,11.660239219665527
0.0,11.256531715393066
0.0,10.778824806213379
0.0,10.140440940856934
0.0,9.43708324432373
0.0,8.671250343322754
0.0,7.890112400054932
0.0,7.049491882324219
0.0,6.151675224304199
0.0,5.198863506317139
0.0,4.193174839019775
0.0,3.13663911819458
0.0,2.0759761333465576
0.0,1.011344313621521
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.44798198342323303
0.0,1.5498253107070923
0.0,2.6540536880493164
0.0,3.760575294494629
0.0,4.869301795959473
0.0,6.024908542633057
0.0,7.1808319091796875
0.0,8.337060928344727
0.0,9.448819160461426
0.0,11.545700073242188
0.0,12.534049034118652
0.0,13.484384536743164
0.0,15.36461353302002
0.0,17.102991104125977
0.0,18.66545295715332
0.0,19.379966735839844
0.0,20.066997528076172
0.0,21.27499771118164
0.0,21.93390655517578
0.0,22.656999588012695
0.0,23.39704132080078
0.0,24.19814682006836
0.0,25.884719848632812
0.0,26.590145111083984
0.0,27.700275421142578
0.0,28.201583862304688
0.0,28.63884925842285
0.0,29.41880989074707
386.4859619140625,123.24877166748047
383.075439453125,123.5363998413086
386.4859313964844,123.8129653930664
389.89642333984375,124.37934875488281
386.4859313964844,124.71302032470703
383.075439453125,124.98908996582031
372.8439636230469,125.20978546142578
355.79180908203125,125.2876968383789
325.0979919433594,124.77181243896484
297.8143310546875,123.54937744140625
294.40386962890625,122.70636749267578
294.40386962890625,121.85101318359375
287.5828857421875,120.93904113769531
280.7621765136719,119.97261047363281
253.4785614013672,118.86430358886719
246.65757751464844,117.61957550048828
236.42640686035156,116.33318328857422
222.78443908691406,113.29231262207031
215.9637451171875,111.76949310302734
188.6801300048828,110.1261978149414
0.0,0.0
0.0,106.71343231201172
0.0,104.86173248291016
0.0,102.9021987915039
0.0,100.7942123413086
0.0,98.5882568359375
497.1041259765625,227.14431762695312
483.46246337890625,224.75357055664062
469.8207702636719,222.27572631835938
456.1788024902344,219.71412658691406
439.1266784667969,217.02723693847656
422.07452392578125,214.21986389160156
411.8430480957031,211.3861846923828
401.6118469238281,208.52720642089844
387.96990966796875,205.59913635253906
374.3282470703125,202.60464477539062
360.68658447265625,199.5462646484375
347.04461669921875,196.42645263671875
329.9924621582031,193.2028350830078
309.5298156738281,189.83460998535156
295.88787841796875,186.41688537597656
268.60455322265625,179.44046020507812
251.55238342285156,175.84060668945312
234.4999542236328,172.15538024902344
217.4477996826172,168.38807678222656
196.98516845703125,164.49708557128906
0.0,160.4871826171875
0.0,156.36293029785156
0.0,152.17347717285156
469.27899169921875,267.9547119140625
452.226806640625,263.5843505859375
431.7641906738281,259.113525390625
418.1225280761719,254.6355743408203
397.6597595214844,245.79205322265625
387.4284362792969,241.42361450195312
380.6074523925781,237.1336669921875
366.9657897949219,232.8296661376953
353.323974609375,228.51214599609375
336.2718200683594,224.13687133789062
319.2195129394531,219.70606994628906
302.1673889160156,215.22186279296875
285.1150817871094,210.68630981445312
251.0106658935547,206.14614868164062
230.5480194091797,196.78758239746094
210.08538818359375,191.97625732421875
189.6227569580078,187.08139038085938
0.0,177.09860229492188
0.0,172.10452270507812
0.0,167.03395080566406
0.0,156.80752563476562
0.0,146.6519012451172
0.0,141.66500854492188
0.0,131.6411895751953
0.0,126.64971923828125
0.0,121.71593475341797
0.0,112.10045623779297
0.0,107.36815643310547
309.53497314453125,221.6262969970703
302.7139892578125,217.07540893554688
289.07232666015625,208.22686767578125
289.07232666015625,204.01229858398438
289.07232666015625,199.95982360839844
285.66180419921875,196.01844787597656
285.66180419921875,192.22866821289062
278.84100341796875,188.4951171875
272.02001953125,184.81564331054688
265.1991882324219,177.7432403564453
254.96786499023438,174.25347900390625
244.73655700683594,170.76365661621094
237.91558837890625,167.3185272216797
231.09475708007812,163.9163818359375
227.68426513671875,160.60032653808594
224.27392578125,157.36705017089844
214.04246520996094,151.09144592285156
200.40081787109375,147.91055297851562
196.9903106689453,144.80723571777344
0.0,141.64422607421875
0.0,138.51333618164062
0.0,135.45811462402344
0.0,132.43087768554688
0.0,129.4752960205078
0.0,126.58863830566406
0.0,123.67871856689453
0.0,120.79118347167969
489.8236083984375,117.88042449951172
483.0027770996094,237.03643798828125
472.77130126953125,234.12489318847656
469.3609619140625,231.2805938720703
459.129638671875,228.411376953125
455.71917724609375,225.60777282714844
452.30865478515625,222.86721801757812
445.4878234863281,220.14254760742188
435.25653076171875,217.38839721679688
428.4356994628906,214.650634765625
418.2042541503906,211.88389587402344
411.3834228515625,209.134033203125
404.56256103515625,206.40040588378906
397.7416076660156,203.68240356445312
390.9207763671875,200.97940063476562
380.6894836425781,198.24607849121094
373.86865234375,195.5283660888672
363.6371765136719,192.7808837890625
356.81634521484375,190.04954528808594
349.99554443359375,187.33372497558594
343.174560546875,184.63284301757812
339.76422119140625,181.9910888671875
336.3537292480469,179.40615844726562
329.53289794921875,176.8311309814453
315.89111328125,171.70925903320312
305.6597900390625,169.11692810058594
298.83880615234375,166.53477478027344
288.6075134277344,163.91763305664062
278.3761901855469,0.0
268.1448974609375,158.71290588378906
251.09275817871094,153.28965759277344
240.8614501953125,150.55526733398438
234.0404815673828,147.92605590820312
593.9955444335938,269.2647399902344
580.3536987304688,263.9781188964844
570.1224365234375,261.30810546875
559.89111328125,258.6065368652344
553.0701293945312,255.91932678222656
539.428466796875,250.58587646484375
529.197021484375,247.89381408691406
491.6822814941406,242.10873413085938
467.8091735839844,238.93698120117188
450.75701904296875,235.66342163085938
437.115234375,232.33670043945312
416.6526184082031,228.86935424804688
396.1900329589844,225.26678466796875
372.3169250488281,221.48944091796875
355.2646484375,217.63357543945312
341.62298583984375,213.7469482421875
331.3916931152344,209.87551879882812
314.33941650390625,205.92918395996094
304.10809326171875,202.00033569335938
273.4141845703125,194.01512145996094
246.1306915283203,185.88687133789062
232.48890686035156,181.78884887695312
222.25759887695312,177.71417236328125
208.61581420898438,173.6171417236328
198.38450622558594,169.5434112548828
191.56369018554688,165.53684997558594
